source_id,tweet_id,cluster_id,is_centroid
91728807081426944,91728807081426944_1,0,0
91728807081426944,91728807081426944_4,0,0
91728807081426944,91728807081426944_8,0,0
91728807081426944,91728807081426944_10,0,0
91728807081426944,91728807081426944_13,0,0
91728807081426944,91728807081426944_14,0,1
91728807081426944,91728807081426944_15,0,0
91728807081426944,91728807081426944_16,0,0
91728807081426944,91728807081426944_2,1,0
91728807081426944,91728807081426944_3,1,0
91728807081426944,91728807081426944_5,1,0
91728807081426944,91728807081426944_6,1,0
91728807081426944,91728807081426944_7,1,0
91728807081426944,91728807081426944_9,1,0
91728807081426944,91728807081426944_11,1,0
91728807081426944,91728807081426944_12,1,1
91728807081426944,91728807081426944_17,1,0
91728807081426944,91728807081426944_18,1,0
265953285247209472,265953285247209472_1,0,0
265953285247209472,265953285247209472_2,0,0
265953285247209472,265953285247209472_3,0,0
265953285247209472,265953285247209472_5,0,0
265953285247209472,265953285247209472_7,0,0
265953285247209472,265953285247209472_8,0,0
265953285247209472,265953285247209472_9,0,0
265953285247209472,265953285247209472_12,0,0
265953285247209472,265953285247209472_13,0,0
265953285247209472,265953285247209472_14,0,0
265953285247209472,265953285247209472_15,0,0
265953285247209472,265953285247209472_17,0,0
265953285247209472,265953285247209472_18,0,0
265953285247209472,265953285247209472_19,0,0
265953285247209472,265953285247209472_21,0,0
265953285247209472,265953285247209472_26,0,0
265953285247209472,265953285247209472_28,0,0
265953285247209472,265953285247209472_29,0,1
265953285247209472,265953285247209472_32,0,0
265953285247209472,265953285247209472_34,0,0
265953285247209472,265953285247209472_35,0,0
265953285247209472,265953285247209472_37,0,0
265953285247209472,265953285247209472_40,0,0
265953285247209472,265953285247209472_41,0,0
265953285247209472,265953285247209472_4,1,0
265953285247209472,265953285247209472_6,1,0
265953285247209472,265953285247209472_10,1,0
265953285247209472,265953285247209472_11,1,0
265953285247209472,265953285247209472_16,1,0
265953285247209472,265953285247209472_20,1,0
265953285247209472,265953285247209472_22,1,0
265953285247209472,265953285247209472_23,1,0
265953285247209472,265953285247209472_24,1,0
265953285247209472,265953285247209472_25,1,0
265953285247209472,265953285247209472_27,1,1
265953285247209472,265953285247209472_30,1,0
265953285247209472,265953285247209472_31,1,0
265953285247209472,265953285247209472_33,1,0
265953285247209472,265953285247209472_36,1,0
265953285247209472,265953285247209472_38,1,0
265953285247209472,265953285247209472_39,1,0
273182568298450945,273182568298450945_2,0,0
273182568298450945,273182568298450945_3,0,0
273182568298450945,273182568298450945_4,0,0
273182568298450945,273182568298450945_5,0,0
273182568298450945,273182568298450945_6,0,1
273182568298450945,273182568298450945_7,0,0
273182568298450945,273182568298450945_1,1,1
273278761909239808,273278761909239808_2,0,0
273278761909239808,273278761909239808_3,0,1
273278761909239808,273278761909239808_1,1,1
295152287901417472,295152287901417472_1,0_0,1
295152287901417472,295152287901417472_7,0_0,0
295152287901417472,295152287901417472_1,0_1,0
295152287901417472,295152287901417472_7,0_1,1
295152287901417472,295152287901417472_2,1,1
295152287901417472,295152287901417472_3,1,0
295152287901417472,295152287901417472_4,1,0
295152287901417472,295152287901417472_5,1,0
295152287901417472,295152287901417472_6,1,0
295152287901417472,295152287901417472_8,1,0
295944137948151809,295944137948151809_3,0_0,0
295944137948151809,295944137948151809_6,0_0,0
