source_id,tweet_ids,label_veracity
576796432730071040,"576796432730071040,576797334530580480,576798090155450368,576798270518894592,576800982471962624,576801654118428672,576801998739230720,576807061830287360,576809682947448832,576809948425940992",false
576755174531862529,"576755174531862529,576755963597746176,576756436321071104,576756801045139457,576757065089159169,576758668026245120",unverified
576319832800555008,"576319832800555008,576321273594294272,576321555384401920,576324695420743680,576327925869506560,576330432750440448,576336207203856385,576336711376056320,576339955598942208,576341114610929664,576342675290497024",unverified
576276947648405505,"576276947648405505,576278902185705472,576279839205818368,576281472778182656",unverified
576812998418939904,"576812998418939904,576813541736517634,576813964375523328",unverified
577258317942149120,"577258317942149120,577260238316830721,577282462788677634,577283431089901568,577284294051123201,577287160329465856",unverified
576829262927413248,"576829262927413248,576830316372996096,576830686713217024,576833135326961664,576846509632798720,576847084579618816,576848493337296896,576893187962224640",unverified
576513463738109954,"576513463738109954,576513717212442625,576514586087714817,576516280431337472,576517854268403713,576526712940310528,576530311149932544,576611747982897152",unverified
529695483661664257,"529695483661664257,529701933301653505,529702311111983104,529702566104678401,529703489107423233,529705003758665729,529708506111549440",false
529660296080916480,"529660296080916480,529661317087768576,529661510369284096,529661727940431872,529666750330449920",false
529653029747064832,"529653029747064832,529656160736251904,529670625229422593,529677185171607553,529697018575585280,529751327174586370,529880720458911745",false
529689679411810304,"529689679411810304,529689790254698496,529690091221180416,529693591132983297,529694204361203713,529695331387461632",false
529695367680761856,"529695367680761856,529695587390980097,529695704982491137,529696091638620160,529696619244306432,529696892851347458,529697981751373824,529698240405729281,529701086815592449",false
529687410611728384,"529687410611728384,529687957377413120,529689031571808256,529689606649020418,529690572630798338,529690952563433472",false
529713467184676864,"529713467184676864,529714660690644992,529714853955399680,529715169942065152,529736871707152385,529739950993203201",false
529654186791944192,"529654186791944192,529654334456598529,529654399455727617,529655164828139522,529655597114085376,529655944066912257,529658952519540736,529664081100562432,529671977662185473,529680436121702400,529680820324560897",false
529716453792956416,"529716453792956416,529797166739378177,529797259362177024",false
529739968470867968,"529739968470867968,529740809672077313,529740822238232577,529741502323621890,529741574742507520,529743000247992320,529745508148203523,529746860714758145,529748991849013248,529827763855704064",false
553501357156876290,"553501357156876290,553501672035856384,553501710497628162,553501723743223808,553501889254678528,553502087661645824,553502133979713536,553502135204478976,553502186999529473,553502205748080640,553502599358722048,553502788819632129,553503274176110592,553503283986563073,553503331356651521,553503365100228609,553503523539652608,553503611104542720,553503876394262528,553504019742990336,553504747508879360",unverified
552816020403269632,"552816020403269632,552817849845436416,552817939196678144,552830099046035456,552831971370344449",unverified
553107921081749504,"553107921081749504,553109367042887680,553111518230106112,553115272031113216,553116396469510144,553132986087268352",true
553531413459660800,"553531413459660800,553531601838432257,553531861885259776,553532010447527936,553532431517876225,553532938508587008,553533391216582656,553535185695043584,553535295111847936,553535680979427328,553538891228385280,553542100143591426,554247300738854912",true
552984502063337472,"552984502063337472,552989544589430784,553091815218237440",true
553503184174710784,"553503184174710784,553503409807327232,553503712157904898,553503810073952257,553503820425093120,553504209635536896,553504306998300672,553504624830066688,553504854794969088,553504861321703424,553505371260588032,553505863827079168,553506057432342528,553506283958333440,553507708574244864,553507716329529344",unverified
553197863971610624,"553197863971610624,553198239399157761,553198499891007488,553199058849103872,553199418032521216,553199853820723201,553201111159824384,553201660953366528,553201889685553153,553202633377599488,553203171674181634,553203187533230080,553203804628598784,553203833921613824,553203935088214017,553204674766331904,553205437043326976,553210433570881536,553211195881426944,553212936995762176,553213293964562434,553213552337891328,553217526646439936,553891758271369216",false
552792544132997121,"552792544132997121,552792742842363905,552794125167493120,552795993553764354,552798917541511169,552798994456674304,552800910670569472,552805237510385664,552805439474515968,552805557896482816,552805909425307648,552806009157464064,552806259767123968,552806438629048320,552806489363337217,552806661149425664,552808594228670465,552816964436230144",true
553184482241814530,"553184482241814530,553184702530453505,553184777315287040,553184841873633280,553184912258654208,553185239791857664,553185273639895040,553185403650322432,553185449150541824,553186074311528448,553187655434108928,553187777689694208,553187813668425728,553188394113986561,553188436178264066,553189048052105216,553192939888058369,553195335661912064,553195879692517376,553196247319064576,553197339813220352,553197749240221699,553198944998543360,553199295588212736,553199414659907584,553200322231808001,553498348674875393,553549483984711681,553549691129192448",unverified
553587303172833280,"553587303172833280,553587370822750210,553587586703171584,553587678726594560,553587686762479617,553587829977399296,553587860620996608,553587863921917953,553588210769883136,553588231238090752,553588250087268352,553588252372779008,553588413195382784,553588519848132609,553588708826304514,553589221328715776,553589500572491776,553589677433712640,553592274991714306,553598661863563264",true
553512735192141826,"553512735192141826,553513642478813184,553513916572381185,553514819085946881,553516393791238145,553820631087988736",true
552834961762709505,"552834961762709505,552835091714416640,552835146844737537,552835533009727488,552836259433828352,552836375670562816,552836509074591748,552837270953529345,552838224981553153,552840744210161664,552841806245679104,552843614389559296,552844369649098754,552844745647460352,552845561896771585,552849852338831360,552860931026604032",true
